Part No.,Part Description,Vehicle Identification No.(VIN),Supplier,Defect Code,Defect Description/Reason,Service Cost($),Replacement Cost,Claim Value($),Possible Causes,Responsibility,Possible Causes Source,Claim Source,Claim Source
73397747,Oxygen Sensor,1HGBK44JXMN123190,NTK oxygen sensors,P0128,"O2 Sensor Signal Stuck Rich - Bank 1, Sensor 2",$94.00,$669.00,$575.00,"Pinched, shorted, and corroded wiring and pins",Dealer,"https://www.yourmechanic.com/article/p2271-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-2-by-robert-kulp#:~:text=What%20the%20P2271%20code%20means,includes%20the%20number%20one%20cylinder.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
23392746,Oxygen Sensor,1HGBK44JXMN124190,NTK oxygen sensors,P0128,"O2 Sensor Signal Stuck Rich - Bank 1, Sensor 2",$94.00,$655.00,$561.00,Crossed HO2S wires,Dealer,"https://www.yourmechanic.com/article/p2271-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-2-by-robert-kulp#:~:text=What%20the%20P2271%20code%20means,includes%20the%20number%20one%20cylinder.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
53375747,Oxygen Sensor,2HGBK44JXMN109190,NTK oxygen sensors,P0128,"O2 Sensor Signal Stuck Rich - Bank 1, Sensor 2",$94.00,$390.00,$296.00,Exhaust leaks,Dealer,"https://www.yourmechanic.com/article/p2271-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-2-by-robert-kulp#:~:text=What%20the%20P2271%20code%20means,includes%20the%20number%20one%20cylinder.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
53395749,Oxygen Sensor,2HGBK44JXMN110190,NTK oxygen sensors,P0128,"O2 Sensor Signal Stuck Rich - Bank 1, Sensor 2",$94.00,$684.00,$590.00,Contaminated or damaged HO2S,Dealer,"https://www.yourmechanic.com/article/p2271-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-2-by-robert-kulp#:~:text=What%20the%20P2271%20code%20means,includes%20the%20number%20one%20cylinder.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
53395678,Oxygen Sensor,2HGBK44JXMN111190,NTK oxygen sensors,P0114,"O2 Sensor Signal Stuck Lean - Bank 1, Sensor 2",$94.00,$669.00,$575.00,"Pinched, shorted, and corroded wiring and pins",Dealer,https://www.carparts.com/blog/p2270-code-o2-sensor-signal-biasedstuck-lean-bank-1-sensor-2/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
53395670,Oxygen Sensor,2HGBK44JXMN112190,NTK oxygen sensors,P0114,"O2 Sensor Signal Stuck Lean - Bank 1, Sensor 2",$94.00,$655.00,$561.00,Crossed HO2S wires,Dealer,https://www.carparts.com/blog/p2270-code-o2-sensor-signal-biasedstuck-lean-bank-1-sensor-2/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
59375672,Oxygen Sensor,2HGBK44JXMN113190,NTK oxygen sensors,P0114,"O2 Sensor Signal Stuck Lean - Bank 1, Sensor 2",$94.00,$390.00,$296.00,Exhaust leaks,Dealer,https://www.carparts.com/blog/p2270-code-o2-sensor-signal-biasedstuck-lean-bank-1-sensor-2/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
57695680,Oxygen Sensor,2HGBK44JXMN114190,NTK oxygen sensors,P0114,"O2 Sensor Signal Stuck Lean - Bank 1, Sensor 2",$94.00,$684.00,$590.00,Contaminated or damaged HO2S,Dealer,https://www.carparts.com/blog/p2270-code-o2-sensor-signal-biasedstuck-lean-bank-1-sensor-2/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
73197681,Air Pump,2HGBK44JXMN115190,Flucon ,P0068,Secondary Air Injection (AIR) System Control A Circuit High,$144.00,$250.00,$106.00,AIR relay fault - stuck closed,Dealer,"https://www.yourmechanic.com/article/p2258-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-high-by-parker-hill#:~:text=The%20P2258%20trouble%20code%20is,acceptable%20in%20the%20A%20circuit.","https://www.yourmechanic.com/article/p2258-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-high-by-parker-hill
",https://www.walmart.com/c/kp/air-pump-for-car-tire
23892682,Air Pump,2HGBK44JXMN116190,Flucon ,P0068,Secondary Air Injection (AIR) System Control A Circuit High,$144.00,$250.00,$106.00,Secondary AIR pump fault - circuit open in motor,Dealer,"https://www.yourmechanic.com/article/p2258-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-high-by-parker-hill#:~:text=The%20P2258%20trouble%20code%20is,acceptable%20in%20the%20A%20circuit.",   https://www.yourmechanic.com/article/p2258-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-high-by-parker-hill,https://www.walmart.com/c/kp/air-pump-for-car-tire
53475683,Air Pump,2HGBK44JXMN117190,Flucon ,P0068,Secondary Air Injection (AIR) System Control A Circuit High,$144.00,$250.00,$106.00,Open ground to secondary AIR pump,Dealer,"https://www.yourmechanic.com/article/p2258-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-high-by-parker-hill#:~:text=The%20P2258%20trouble%20code%20is,acceptable%20in%20the%20A%20circuit.",   https://www.yourmechanic.com/article/p2258-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-high-by-parker-hill,https://www.walmart.com/c/kp/air-pump-for-car-tire
57295684,Air Pump,2HGBK44JXMN118190,Flucon ,P0068,Secondary Air Injection (AIR) System Control A Circuit High,$144.00,$250.00,$106.00,Open AIR monitor circuit between the secondary AIR pump and the PCM,Dealer,"https://www.yourmechanic.com/article/p2258-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-high-by-parker-hill#:~:text=The%20P2258%20trouble%20code%20is,acceptable%20in%20the%20A%20circuit.",   https://www.yourmechanic.com/article/p2258-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-high-by-parker-hill,https://www.walmart.com/c/kp/air-pump-for-car-tire
70397687,Air Pump,2HGBK44JXMN119190,Flucon ,P0068,Secondary Air Injection (AIR) System Control A Circuit High,$144.00,$250.00,$106.00,Short to voltage in the AIR relay to secondary AIR pump voltage circuit,Dealer,"https://www.yourmechanic.com/article/p2258-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-high-by-parker-hill#:~:text=The%20P2258%20trouble%20code%20is,acceptable%20in%20the%20A%20circuit.",   https://www.yourmechanic.com/article/p2258-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-high-by-parker-hill,https://www.walmart.com/c/kp/air-pump-for-car-tire
21392686,Air Pump,2HGBK44JXMN120190,BBN International,P0012,Secondary Air Injection (AIR) System Control A Circuit Low,$144.00,$250.00,$106.00,Open B+ circuit,Dealer,https://www.yourmechanic.com/article/p2257-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-low-by-jay-safford,  https://www.yourmechanic.com/article/p2257-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-low-by-jay-safford,https://www.walmart.com/c/kp/air-pump-for-car-tire
50375687,Air Pump,2HGBK44JXMN121190,BBN International,P0012,Secondary Air Injection (AIR) System Control A Circuit Low,$144.00,$250.00,$106.00,Open VPWR circuit,Dealer,https://www.yourmechanic.com/article/p2257-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-low-by-jay-safford,  https://www.yourmechanic.com/article/p2257-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-low-by-jay-safford,https://www.walmart.com/c/kp/air-pump-for-car-tire
58795688,Air Pump,2HGBK44JXMN122190,BBN International,P0012,Secondary Air Injection (AIR) System Control A Circuit Low,$144.00,$250.00,$106.00,Open voltage circuit between the AIR relay and the secondary AIR pump,Dealer,https://www.yourmechanic.com/article/p2257-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-low-by-jay-safford,  https://www.yourmechanic.com/article/p2257-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-low-by-jay-safford,https://www.walmart.com/c/kp/air-pump-for-car-tire
73197689,Air Pump,2HGBK44JXMN123190,BBN International,P0012,Secondary Air Injection (AIR) System Control A Circuit Low,$144.00,$250.00,$106.00,Damaged AIR relay,Dealer,https://www.yourmechanic.com/article/p2257-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-low-by-jay-safford,  https://www.yourmechanic.com/article/p2257-obd-ii-trouble-code-secondary-air-injection-system-control-a-circuit-low-by-jay-safford,https://www.walmart.com/c/kp/air-pump-for-car-tire
28392690,Oxygen Sensor,2HGBK44JXMN124190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$390.00,$296.00,"Electrical:
Short to VPWR in the harness or HO2S",Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392691,Oxygen Sensor,2HGBK41JXMN109190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Water in the harness connector,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392692,Oxygen Sensor,2HGBK41JXMN110190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$669.00,$575.00,Open/shorted HO2S circuit,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392693,Oxygen Sensor,2HGBK41JXMN111190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$390.00,$296.00,Corrosion or incorrect harness connections,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392694,Oxygen Sensor,2HGBK41JXMN112190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$684.00,$590.00,Damaged HO2S,Supplier,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392695,Oxygen Sensor,2HGBK41JXMN113190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$684.00,$590.00,Damaged powertrain control module (PCM),Supplier,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392696,Oxygen Sensor,2HGBK41JXMN114190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$113.00,$689.00,$576.00,"Fuel System:
Excessive fuel pressure ",Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392697,Oxygen Sensor,2HGBK41JXMN115190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Leaking/contaminated fuel injectors,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392698,Oxygen Sensor,2HGBK41JXMN116190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$394.00,$300.00,Leaking fuel pressure regulator,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392699,Oxygen Sensor,2HGBK41JXMN117190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Low fuel pressure or running out of fuel,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392700,Oxygen Sensor,2HGBK41JXMN118190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Vapor recovery system,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392701,Oxygen Sensor,2HGBK41JXMN119190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$534.00,$440.00,"Intake Air System:
Air leaks after the mass air flow (MAF) sensor",Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392702,Oxygen Sensor,2HGBK41JXMN120190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Vacuum leaks,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392703,Oxygen Sensor,2HGBK41JXMN121190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$85.00,$660.00,$575.00,Positive crankcase ventilation (PCV) system,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392704,Oxygen Sensor,2HGBK41JXMN122190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$534.00,$440.00,Improperly seated engine oil dipstick,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392705,Oxygen Sensor,2HGBK41JXMN123190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$534.00,$440.00,Leaking gasket,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392706,Oxygen Sensor,2HGBK41JXMN124190,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$534.00,$440.00,Leaking diaphragm or EGR vacuum regulator,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392707,Oxygen Sensor,2HGBK41JXMN109191,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$85.00,$660.00,$575.00,Stuck EGR valve,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392708,Oxygen Sensor,2HGBK41JXMN110192,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Oil overfill,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392709,Oxygen Sensor,2HGBK41JXMN111193,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$534.00,$440.00,Camshaft timing,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392710,Oxygen Sensor,2HGBK41JXMN112194,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Cylinder compression,Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392711,Oxygen Sensor,2HGBK41JXMN113195,NTK oxygen sensors,P0128,"O2 Sensor Signal Biased/Stuck Rich - Bank 2, Sensor 1",$94.00,$572.00,$478.00, Exhaust leaks before or near the HO2S(s),Dealer,https://www.yourmechanic.com/article/p2198-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-2-sensor-1-by-andrew-quinn,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392712,Oxygen Sensor,2HGBK41JXMN114196,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$94.00,$572.00,$478.00,"Electrical:
Short to VPWR in the harness or HO2S",Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392713,Oxygen Sensor,2HGBK41JXMN115197,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Water in the harness connector,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392714,Oxygen Sensor,2HGBK41JXMN116198,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$85.00,$660.00,$575.00,Open/shorted HO2S circuit,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392715,Oxygen Sensor,2HGBK41JXMN117199,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Corrosion or incorrect harness connections,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392716,Oxygen Sensor,2HGBK41JXMN118200,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$85.00,$675.00,$590.00,Damaged HO2S,Supplier,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392717,Oxygen Sensor,2HGBK41JXMN119201,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$85.00,$675.00,$590.00,Damaged powertrain control module (PCM),Supplier,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392718,Oxygen Sensor,2HGBK41JXMN120202,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$94.00,$572.00,$478.00,"Fuel System:
Excessive fuel pressure ",Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392719,Oxygen Sensor,2HGBK41JXMN121203,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Leaking/contaminated fuel injectors,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392720,Oxygen Sensor,2HGBK41JXMN122204,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Leaking fuel pressure regulator,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392721,Oxygen Sensor,2HGBK41JXMN123205,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Low fuel pressure or running out of fuel,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392722,Oxygen Sensor,2HGBK41JXMN124206,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Vapor recovery system,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392723,Oxygen Sensor,2HGBK41JXMN136191,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$60.00,$249.00,$189.00,"Intake Air System:
Air leaks after the mass air flow (MAF) sensor",Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392724,Oxygen Sensor,2HGBK41JXMN136192,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$94.00,$572.00,$478.00,Vacuum leaks,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392725,Oxygen Sensor,2HGBK41JXMN136193,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$85.00,$660.00,$575.00,Positive crankcase ventilation (PCV) system,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392726,Oxygen Sensor,2HGBK41JXMN136194,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$75.00,$360.00,$285.00,Improperly seated engine oil dipstick,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392727,Oxygen Sensor,2HGBK41JXMN136195,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$75.00,$360.00,$285.00,Leaking gasket,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392728,Oxygen Sensor,2HGBK41JXMN136196,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$75.00,$360.00,$285.00,Leaking diaphragm or EGR vacuum regulator,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392729,Oxygen Sensor,2HGBK41JXMN136197,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$85.00,$660.00,$575.00,Stuck EGR valve,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392730,Oxygen Sensor,2HGBK41JXMN136198,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$80.00,$573.00,$493.00,Oil overfill,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392731,Oxygen Sensor,2HGBK41JXMN136199,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$60.00,$249.00,$189.00,Camshaft timing,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392732,Oxygen Sensor,2HGBK41JXMN136200,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$75.00,$360.00,$285.00,Cylinder compression,Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392733,Oxygen Sensor,2HGBK41JXMN136201,NTK oxygen sensors,P0114,"O2 Sensor Signal Biased/Stuck Lean - Bank 2, Sensor 1",$75.00,$360.00,$285.00, Exhaust leaks before or near the HO2S(s),Dealer,https://www.carparts.com/blog/p2197-code-o2-sensor-signal-biasedstuck-lean-bank-2-sensor-1/,https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392734,Oxygen Sensor,2HGBK41JXMN136202,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$60.00,$249.00,$189.00,"Electrical:
Short to VPWR in the harness or HO2S",Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
28392735,Oxygen Sensor,2HGBK41JXMN136203,NTK oxygen sensors,P0068,"O2 Sensor Signal Biased/Stuck Rich - Bank 1, Sensor 1",$80.00,$573.00,$493.00,Water in the harness connector,Dealer,"https://www.yourmechanic.com/article/p2196-obd-ii-trouble-code-o2-sensor-signal-stuck-rich-bank-1-sensor-1-by-robert-kulp#:~:text=What%20the%20P2196%20code%20means,is%20before%20the%20catalytic%20converter.",https://www.bridwellautocenter.com/oxygen-sensor-replacement-costs-2022/,
